-0.32;0.12;-9.80;-0.00;-0.03;-0.00;0.02;
0.17;0.25;-9.83;0.00;0.01;0.00;0.14;
-0.21;0.31;-9.63;-0.00;-0.02;0.00;0.02;
-0.17;0.21;-9.69;-0.00;0.00;0.01;0.02;
-0.09;0.40;-9.82;-0.00;-0.01;0.00;0.02;
-0.14;0.00;-9.78;0.00;-0.01;-0.00;0.02;
-0.13;0.34;-9.85;0.00;-0.01;0.00;0.02;
-0.17;0.24;-9.84;-0.01;-0.00;0.01;0.14;
-0.13;0.06;-9.81;-0.01;0.01;0.01;0.02;
-0.13;0.25;-9.71;0.01;0.01;-0.00;0.02;
-0.05;0.06;-9.82;-0.01;0.01;0.00;0.02;
0.02;0.12;-9.77;-0.00;-0.00;0.00;0.02;
-0.14;0.36;-10.06;-0.00;-0.02;-0.00;0.02;
0.07;0.24;-9.80;-0.01;0.00;-0.01;0.14;
-0.14;0.20;-9.64;-0.00;0.02;0.01;0.02;
-0.36;0.25;-9.79;0.01;0.01;0.01;0.02;
-0.20;0.35;-9.82;-0.00;-0.02;-0.00;0.02;
-0.06;0.10;-9.77;-0.01;0.01;0.01;0.02;
-0.19;0.11;-9.78;-0.00;0.01;-0.00;0.02;
-0.29;0.37;-9.63;-0.01;0.01;-0.00;0.14;
0.01;0.47;-9.81;0.00;0.00;-0.01;0.02;
-0.09;0.47;-9.89;0.01;0.01;-0.00;0.02;
-0.27;0.28;-9.78;-0.00;0.02;0.00;0.02;
-0.10;0.23;-9.91;-0.00;0.01;-0.00;0.02;
-0.21;0.32;-9.90;0.01;0.00;-0.00;0.14;
-0.08;0.41;-10.09;0.00;-0.02;-0.00;0.02;
-0.33;0.48;-9.77;-0.01;-0.02;-0.00;0.02;
-0.19;0.29;-9.94;-0.00;-0.01;0.00;0.02;
-0.42;0.22;-9.81;-0.01;0.00;-0.00;0.02;
-0.22;0.34;-9.62;0.00;0.01;0.01;0.02;
-0.39;0.13;-10.02;-0.00;-0.01;-0.01;0.14;
0.07;0.46;-9.70;0.00;-0.03;-0.00;0.02;
-0.16;0.18;-9.81;-0.00;-0.01;-0.00;0.02;
0.12;0.16;-10.01;0.01;-0.00;0.00;0.02;
-0.17;0.24;-9.77;0.00;-0.00;-0.00;0.02;
-0.17;0.40;-9.73;-0.00;-0.01;0.00;0.14;
-0.12;0.12;-9.78;-0.00;0.00;-0.00;0.02;
-0.21;0.21;-10.09;-0.00;0.01;0.00;0.02;
-0.31;0.55;-10.07;0.00;-0.01;0.00;0.02;
-0.14;0.14;-9.70;-0.00;0.00;0.01;0.02;
-0.02;0.25;-9.91;-0.00;0.01;0.00;0.02;
-0.05;0.40;-9.81;-0.01;0.01;-0.01;0.14;
-0.15;0.22;-9.67;-0.00;-0.02;-0.01;0.02;
-0.27;-0.18;-9.99;-0.01;0.00;-0.00;0.02;
-0.20;0.27;-9.79;-0.01;0.01;0.00;0.02;
-0.23;0.18;-9.94;0.00;0.01;0.00;0.02;
-0.48;0.26;-9.74;0.00;0.00;0.00;0.02;
-0.32;0.29;-10.07;0.01;0.01;-0.00;0.14;
-0.08;0.45;-9.90;0.00;-0.01;-0.01;0.02;
-0.08;0.16;-9.88;0.01;-0.01;-0.01;0.02;
-0.21;0.13;-9.74;0.00;-0.01;0.00;0.02;
-0.09;0.19;-9.94;0.00;0.00;0.00;0.02;
-0.37;0.08;-10.08;-0.00;0.01;-0.01;0.14;
-0.07;0.22;-9.74;0.01;-0.00;-0.01;0.02;
-0.18;0.14;-9.83;-0.00;0.01;-0.01;0.02;
-0.12;0.18;-9.71;-0.00;0.01;0.00;0.02;
-0.23;0.44;-10.03;-0.00;-0.00;0.00;0.02;
-0.07;0.23;-9.87;0.00;-0.02;0.00;0.02;
-0.11;0.33;-9.59;0.01;-0.01;-0.00;0.14;
-0.08;0.09;-9.82;-0.00;0.01;0.00;0.02;
-0.14;0.15;-9.74;-0.00;-0.01;-0.00;0.02;
-0.10;0.25;-9.71;0.00;-0.01;0.00;0.02;
-0.31;0.41;-10.00;0.01;-0.01;0.00;0.02;
-0.06;0.23;-9.98;-0.00;0.00;0.01;0.14;
-0.17;0.22;-10.19;-0.01;0.00;-0.00;0.02;
-0.21;0.32;-9.84;0.00;-0.01;-0.01;0.02;
-0.00;0.45;-10.02;0.00;0.01;-0.00;0.02;
-0.09;0.35;-10.08;-0.00;-0.00;-0.00;0.02;
-0.52;0.39;-9.82;0.00;-0.02;0.00;0.02;
-0.15;0.28;-9.82;0.01;0.01;0.01;0.14;
-0.18;0.18;-9.92;-0.01;-0.00;-0.00;0.02;
-0.03;0.41;-10.14;-0.00;-0.01;0.00;0.02;
-0.14;0.19;-9.88;0.00;-0.00;-0.00;0.02;
-0.22;0.46;-10.00;-0.01;0.01;-0.01;0.02;
-0.24;0.44;-9.80;-0.00;-0.01;0.00;0.14;
-0.08;0.49;-10.04;-0.01;0.01;0.00;0.02;
-0.16;0.37;-9.79;-0.00;0.00;0.00;0.02;
-0.13;0.02;-9.75;-0.00;0.01;0.00;0.02;
-0.12;0.31;-9.81;-0.00;-0.00;-0.00;0.02;
-0.19;0.13;-9.75;0.00;-0.01;-0.01;0.02;
-0.11;0.40;-10.03;0.00;0.01;-0.00;0.14;
-0.01;0.29;-9.83;-0.00;-0.01;-0.00;0.02;
-0.17;0.14;-9.95;-0.00;0.01;0.01;0.02;
-0.12;0.13;-9.80;-0.00;-0.00;-0.00;0.02;
0.03;0.36;-9.77;-0.00;0.00;0.00;0.02;
-0.26;0.28;-9.69;0.00;0.01;-0.00;0.14;
-0.14;0.24;-9.55;0.00;0.01;-0.00;0.02;
-0.19;0.14;-9.85;0.00;0.01;-0.00;0.02;
-0.16;0.18;-9.92;0.01;0.01;0.00;0.02;
0.16;0.36;-9.94;-0.01;0.01;0.01;0.02;
-0.33;0.18;-9.78;-0.00;-0.00;-0.00;0.02;
-0.03;0.48;-9.75;-0.01;0.01;0.00;0.14;
-0.22;0.26;-9.63;-0.01;0.01;0.01;0.02;
-0.42;0.25;-10.17;0.00;0.02;0.01;0.02;
-0.18;0.28;-9.59;0.00;0.01;0.01;0.02;
-0.17;0.28;-9.59;0.00;0.00;0.00;0.02;
-0.21;0.14;-10.09;0.00;-0.02;-0.01;0.02;
-0.26;0.37;-9.81;-0.01;0.02;0.01;0.14;
-0.07;0.45;-9.56;-0.00;0.02;0.01;0.02;
-0.25;0.15;-9.90;-0.00;0.01;0.00;0.02;
-0.00;0.24;-9.88;-0.00;0.01;0.01;0.02;
-0.07;0.38;-9.88;-0.00;0.01;0.01;0.02;
-0.05;0.08;-9.87;-0.01;-0.01;-0.01;0.02;
-0.17;0.34;-9.81;0.00;0.01;-0.00;0.14;
-0.09;0.34;-9.82;0.00;0.01;-0.00;0.02;
-0.16;0.41;-9.51;-0.00;0.01;0.00;0.02;
-0.16;0.40;-10.01;-0.00;0.01;0.00;0.02;
-0.02;0.08;-9.76;-0.00;0.01;-0.01;0.02;
-0.17;0.09;-9.92;-0.00;-0.00;-0.01;0.02;
-0.22;0.18;-9.67;-0.00;0.00;0.01;0.14;
-0.38;0.28;-9.81;-0.01;0.01;0.00;0.02;
-0.21;0.26;-9.65;-0.00;0.01;0.01;0.02;
-0.32;0.48;-10.02;-0.00;-0.00;0.01;0.02;
0.02;0.12;-9.84;0.01;-0.02;-0.01;0.02;
-0.14;0.14;-9.68;-0.00;0.00;-0.00;0.14;
-0.16;0.17;-9.79;0.00;0.01;-0.01;0.02;
-0.15;0.09;-10.06;0.00;0.00;-0.00;0.02;
-0.10;0.24;-9.77;0.01;0.01;0.00;0.02;
-0.20;0.18;-9.93;-0.00;-0.01;0.00;0.02;
-0.12;0.06;-9.86;0.00;-0.01;0.01;0.02;
-0.06;0.24;-9.68;0.00;0.01;0.00;0.14;
-0.25;0.22;-9.79;-0.01;0.01;0.00;0.02;
-0.23;0.30;-9.78;-0.01;0.01;0.00;0.02;
0.07;0.03;-9.63;-0.01;0.02;0.00;0.02;
-0.42;0.07;-9.71;-0.00;0.02;0.01;0.02;
-0.16;0.37;-9.79;0.00;0.01;0.01;0.02;
-0.06;0.28;-9.70;0.00;-0.00;0.00;0.14;
-0.15;0.25;-10.08;0.00;0.01;-0.00;0.02;
-0.20;0.18;-9.69;-0.01;0.01;0.00;0.02;
-0.07;0.25;-9.92;-0.01;0.01;0.00;0.02;
-0.12;0.31;-9.89;-0.00;0.02;0.00;0.02;
-0.30;0.45;-9.93;0.00;-0.01;-0.01;0.02;
-0.19;0.28;-9.75;0.00;0.00;-0.00;0.14;
-0.07;0.34;-9.74;-0.00;0.00;0.00;0.02;
-0.30;0.34;-10.00;0.01;0.01;-0.00;0.02;
-0.11;0.22;-10.16;-0.00;0.01;0.01;0.02;
-0.16;0.20;-9.74;-0.00;0.01;0.00;0.02;
-0.34;0.20;-9.83;-0.01;0.02;-0.00;0.02;
-0.36;0.25;-9.90;0.00;-0.00;-0.01;0.14;
0.07;0.12;-9.73;0.00;-0.01;0.00;0.02;
-0.20;0.31;-9.77;-0.00;-0.01;0.00;0.02;
-0.19;0.32;-9.95;-0.01;0.01;0.00;0.02;
-0.07;0.31;-9.91;-0.00;0.01;0.01;0.02;
-0.20;0.31;-9.94;-0.00;0.00;0.01;0.14;
-0.18;0.16;-9.83;-0.00;-0.01;-0.01;0.02;
0.03;0.44;-9.83;0.01;-0.02;-0.00;0.02;
-0.20;0.42;-10.05;0.00;-0.00;0.00;0.02;
-0.25;0.38;-9.77;0.00;-0.01;-0.00;0.02;
-0.27;0.03;-9.89;-0.00;0.01;0.00;0.02;
0.14;0.35;-9.77;-0.01;0.01;-0.00;0.14;
-0.14;0.28;-10.01;-0.00;-0.01;-0.01;0.02;
-0.22;0.45;-10.04;0.00;-0.02;-0.01;0.02;
-0.22;0.14;-9.72;0.00;-0.02;-0.00;0.02;
0.11;0.13;-9.88;0.01;0.00;-0.01;0.02;
-0.22;0.24;-9.65;-0.00;0.00;0.00;0.14;
-0.24;0.26;-9.87;-0.01;-0.01;0.00;0.02;
-0.10;0.21;-9.81;-0.00;0.00;-0.00;0.02;
-0.06;0.41;-9.75;-0.01;0.01;0.01;0.02;
-0.05;0.26;-9.91;0.00;-0.01;0.00;0.02;
-0.08;0.07;-9.89;0.01;0.00;-0.00;0.02;
-0.28;0.16;-9.72;-0.01;0.01;-0.00;0.14;
-0.27;0.30;-9.69;-0.00;0.01;0.00;0.02;
-0.29;0.09;-9.60;-0.00;-0.02;0.01;0.02;
-0.33;0.18;-9.71;-0.00;-0.00;0.00;0.02;
-0.23;0.27;-9.68;-0.01;0.02;0.01;0.02;
