0.19633;1.17801;-10.09447;-0.00960;-0.00286;-0.00200;0.12900
0.19633;1.17801;-10.09447;-0.00960;-0.00286;-0.00200;0.00600
0.54591;0.45013;-9.76884;0.00211;0.01419;0.00013;0.12800
0.35436;0.17718;-9.36659;0.01064;-0.01458;-0.00307;0.00600
0.16760;-0.08620;-10.06574;-0.00321;-0.01351;-0.00839;0.12800
0.16760;-0.08620;-10.06574;-0.00321;-0.01351;-0.00839;0.00600
-0.27295;0.58900;-9.83109;-0.00215;0.00460;-0.00626;0.12900
-0.27295;0.58900;-9.83109;-0.00215;0.00460;-0.00626;0.00600
0.00000;-0.52196;-9.73053;-0.00641;0.01205;0.00758;0.12800
0.44534;0.62731;-9.80236;-0.00428;-0.00499;-0.00733;0.00600
-0.19633;0.13408;-9.55814;0.00318;0.01632;0.01078;0.12900
-0.41661;0.43098;-10.14714;0.00424;-0.04121;-0.01266;0.00600
-0.41661;0.43098;-10.14714;0.00424;-0.04121;-0.01266;0.00600
0.19155;0.33521;-10.09926;0.00105;-0.01671;-0.00839;0.12800
-0.78534;0.80928;-9.59166;-0.00215;0.01738;-0.00307;0.00600
0.18676;0.42140;-9.47673;0.00211;-0.03056;-0.00200;0.12900
0.18676;0.42140;-9.47673;0.00211;-0.03056;-0.00200;0.00600
0.34478;0.64647;-9.20378;-0.00108;0.00353;0.00545;0.12800
0.34478;0.64647;-9.20378;-0.00108;0.00353;0.00545;0.00600
-0.74703;0.30647;-10.05137;0.01064;-0.00605;0.00013;0.12800
-0.25380;0.78534;-9.98912;0.00318;-0.01032;-0.00307;0.00600
0.11014;0.77097;-9.53420;-0.00534;0.00886;0.00865;0.12900
0.11014;0.77097;-9.53420;-0.00534;0.00886;0.00865;0.00600
-0.28253;0.17718;-9.92687;0.00637;0.00992;0.00439;0.12800
-0.28253;0.17718;-9.92687;0.00637;0.00992;0.00439;0.00600
-0.28253;0.17718;-9.92687;0.00637;0.00992;0.00439;0.00600
-0.22507;0.21549;-9.27082;-0.00428;0.00140;0.00013;0.12900
-0.22507;0.21549;-9.27082;-0.00428;0.00140;0.00013;0.00600
-0.19155;0.19633;-9.59166;-0.00108;-0.01032;0.00226;0.12800
-0.19155;0.19633;-9.59166;-0.00108;-0.01032;0.00226;0.00600
-0.45492;0.38788;-10.53024;-0.00534;0.01525;-0.00413;0.12800
-0.11972;0.42140;-10.04179;-0.00108;-0.01777;-0.00307;0.00600
0.26338;0.22507;-9.31871;-0.00002;-0.01564;-0.00200;0.12900
0.26338;0.22507;-9.31871;-0.00002;-0.01564;-0.00200;0.00600
0.12929;0.47886;-9.35702;-0.00215;0.00886;0.00332;0.12800
0.12929;0.47886;-9.35702;-0.00215;0.00886;0.00332;0.00600
-0.19155;0.39746;-10.27644;-0.00321;0.01419;-0.00520;0.12900
-0.19155;0.39746;-10.27644;-0.00321;0.01419;-0.00520;0.00600
0.36394;0.33999;-10.28601;-0.00428;0.01312;0.00439;0.12800
0.38309;0.64647;-10.44404;0.00318;-0.00605;-0.00520;0.00600
-0.06225;0.19633;-10.02743;-0.00002;0.00140;0.00332;0.12800
-0.06225;0.19633;-10.02743;-0.00002;0.00140;0.00332;0.00600
0.40225;0.10056;-9.49110;-0.00108;0.01632;-0.00733;0.00600
0.77576;0.11493;-9.69222;-0.00321;0.00886;-0.01052;0.12800
0.77576;0.11493;-9.69222;-0.00321;0.00886;-0.01052;0.00600
-0.37830;-0.18197;-9.09843;0.00105;0.01099;0.00226;0.12800
-0.37830;-0.18197;-9.09843;0.00105;0.01099;0.00226;0.00600
0.20591;0.48844;-9.86461;-0.00641;-0.02310;-0.00520;0.12900
-0.47408;0.45492;-10.00827;-0.01174;-0.00499;0.00332;0.00600
-0.15324;-0.58421;-10.13757;-0.01280;0.01205;-0.00626;0.12800
-0.15324;-0.58421;-10.13757;-0.01280;0.01205;-0.00626;0.00600
0.15324;0.30168;-9.92687;0.00957;-0.02736;-0.01052;0.12800
0.15324;0.30168;-9.92687;0.00957;-0.02736;-0.01052;0.00600
-0.44056;0.00000;-9.52462;0.00957;-0.02203;0.00226;0.12900
-0.44056;0.00000;-9.52462;0.00957;-0.02203;0.00226;0.00600
-0.48365;0.16760;-9.75926;0.00850;-0.02630;-0.00307;0.12800
0.31126;0.70393;-10.11362;0.00531;-0.01884;-0.00626;0.00600
0.31126;0.70393;-10.11362;0.00531;-0.01884;-0.00626;0.00600
0.25859;0.84759;-9.30434;0.00318;0.00992;0.00865;0.12900
-0.19155;-0.20591;-9.74011;0.00531;0.01312;0.00226;0.00600
0.28732;-0.00958;-9.64434;0.00318;-0.01032;-0.00200;0.12800
0.28732;-0.00958;-9.64434;0.00318;-0.01032;-0.00200;0.00600
0.20591;0.88590;-9.87419;0.00531;-0.02097;-0.00200;0.12900
0.20591;0.88590;-9.87419;0.00531;-0.02097;-0.00200;0.00600
-0.26816;0.41661;-9.63476;-0.00108;-0.00925;0.00013;0.12800
-0.26816;0.41661;-9.63476;-0.00108;-0.00925;0.00013;0.00600
-0.32084;0.45971;-10.55897;0.00637;-0.02310;-0.00520;0.12800
-0.22028;0.05268;-9.77363;0.00637;0.00353;-0.00200;0.00600
