0.20112;0.68478;-10.04658;-0.01006;-0.01202;-0.00697;
0.20112;0.68478;-10.04658;-0.01006;-0.01202;-0.00697;
-0.23943;0.43577;-9.68264;0.00059;-0.01734;-0.01336;
-0.07662;0.15803;-10.07531;-0.01219;0.00503;0.00475;
-0.04310;0.62731;-9.97954;0.00485;0.00716;-0.00804;
-0.04310;0.62731;-9.97954;0.00485;0.00716;-0.00804;
0.11014;0.52675;-10.26686;0.00485;0.01036;0.00901;
0.35915;0.28253;-10.10883;-0.00580;0.00929;-0.00058;
0.35915;0.28253;-10.10883;-0.00580;0.00929;-0.00058;
-0.35915;0.20112;-9.63476;-0.00793;-0.00775;0.00262;
-0.35915;0.20112;-9.63476;-0.00793;-0.00775;0.00262;
-0.35915;0.20112;-9.63476;-0.00793;-0.00775;0.00262;
0.22507;0.20112;-8.84942;-0.00473;0.01142;0.01114;
0.22507;0.20112;-8.84942;-0.00473;0.01142;0.01114;
-0.17718;0.62252;-10.11362;-0.01006;0.00503;0.00901;
-0.06225;-0.48844;-9.92208;0.00059;0.00716;0.00049;
-0.06225;-0.48844;-9.92208;0.00059;0.00716;0.00049;
-0.04789;0.26338;-9.62518;-0.00793;0.01355;0.00155;
-0.04789;0.26338;-9.62518;-0.00793;0.01355;0.00155;
0.02394;0.27774;-9.64434;0.00379;-0.01095;-0.00164;
-0.31126;0.60816;-9.74969;0.00485;-0.01308;0.00049;
-0.31126;0.60816;-9.74969;0.00485;-0.01308;0.00049;
-0.18197;0.02394;-10.02264;0.00272;-0.01521;-0.01230;
-0.33042;0.74224;-9.84546;0.00166;-0.01415;-0.00591;
0.03352;0.30647;-9.82630;0.00911;-0.01415;-0.00164;
0.03352;0.30647;-9.82630;0.00911;-0.01415;-0.00164;
-0.30168;0.71351;-9.47673;-0.00154;-0.02373;-0.00484;
0.22507;0.43098;-9.88856;0.00379;-0.02586;-0.00378;
0.22507;0.43098;-9.88856;0.00379;-0.02586;-0.00378;
0.21549;0.38309;-9.80715;0.00379;-0.02480;0.00262;
0.21549;0.38309;-9.80715;0.00379;-0.02480;0.00262;
-0.07183;0.61295;-10.05137;-0.00793;0.01355;-0.00058;
-0.07183;0.61295;-10.05137;-0.00793;0.01355;-0.00058;
-0.07183;0.61295;-10.05137;-0.00793;0.01355;-0.00058;
-0.13887;0.51239;-9.88856;0.00485;-0.00882;-0.00058;
-0.13887;0.51239;-9.88856;0.00485;-0.00882;-0.00058;
0.35915;0.52675;-10.10405;-0.00154;0.00503;0.00262;
-0.06704;0.03352;-10.02743;0.00698;-0.01308;-0.00591;
-0.06704;0.03352;-10.02743;0.00698;-0.01308;-0.00591;
0.22507;0.60816;-10.31475;0.00379;-0.00456;-0.01123;
0.07662;0.31605;-10.03701;-0.00793;0.00823;-0.01762;
-0.05268;0.69914;-10.12320;-0.00047;-0.01947;0.00155;
-0.05268;0.69914;-10.12320;-0.00047;-0.01947;0.00155;
0.27774;0.63210;-9.97475;-0.00686;-0.00669;-0.00591;
-0.01915;0.71830;-9.68743;-0.00154;0.01249;-0.00910;
-0.01915;0.71830;-9.68743;-0.00154;0.01249;-0.00910;
